console,region,serial,title,languages
PS2,PAL,SLES-53870,DEVIL KINGS,"En,Fr,De,It,Es"
PS2,PAL,SLES-50358,DEVIL MAY CRY,"En,Fr,De,It,Es"
PS2,PAL,SLES-53038,Devil May Cry 3 - Dante's Awakening,"En,Fr,De,It,Es"
PS2,PAL,SLES-54186,Devil May Cry 3 - Dante's Awakening (Special Edition),"En,Fr,De,It,Es"
PS2,PAL,SLES-55274,DIABOLIK - THE ORIGINAL SIN,"En,Du,Fr,De,It,Es"
PS2,PAL,SLES-53707,DIE CHRONIKEN VON NARNIA - DER K�NIG VON NARNIA,De
PS2,PAL,SLES-51347,DIE HARD - VENDETTA,"En,Fr,It,Es"
PS2,PAL,SLES-51348,DIE HARD - VENDETTA,"En,De"
PS2,PAL,SLES-55020,Die Simpsons - Das Spiel,De
PS2,PAL,SLES-52631,DIGIMON RUMBLE ARENA 2,"En,Fr,De,It,Es"
PS2,PAL,SLES-53405,DIGIMON WORLD 4,"En,De,It,Es"
PS2,PAL,SLES-50930,DINO STALKER,En
PS2,PAL,SLES-51095,DINO STALKER,Fr
PS2,PAL,SLES-51096,DINO STALKER,De
PS2,PAL,SLES-52243,Dinosaur Adventure,"En,Fr,De"
PS2,PAL,SLES-51621,Dirt Track Devils,En
PS2,PAL,SLES-52458,Disgaea - Hour of Darkness,"En,Ja"
PS2,PAL,SLES-54454,Disgaea 2 - Cursed Memories,"En,Ja"
PS2,PAL,SLES-55428,Disney's Bolt,"Nl,En,No,Sv"
PS2,PAL,SLES-55429,Disney's Bolt,"En,It,Es"
PS2,PAL,SLES-55430,Disney's Bolt,"DU,Fr,De"
PS2,PAL,SLES-55431,Disney's Bolt,Ru
PS2,PAL,SLES-53738,DISNEY'S CHICKEN LITTLE,"Fr,Du"
PS2,PAL,SLES-53739,DISNEY'S CHICKEN LITTLE,"It,Es"
PS2,PAL,SLES-53740,DISNEY'S CHICKEN LITTLE (DISNEY'S HIMMEL UND HUHN),De
PS2,PAL,SLES-53741,DISNEY'S CHICKEN LITTLE,Ru
PS2,PAL,SLES-53742,Disney's Chicken Little,
PS2,PAL,SLES-53743,DISNEY'S CHICKEN LITTLE (DISNEY'S LILLA KYCKLINGEN),"Nl,No,Sv"
PS2,PAL,SLES-53744,DISNEY'S CHICKEN LITTLE,En
PS2,PAL,SLES-54449,Disney's Chicken Little - Ace in Action,En
PS2,PAL,SLES-54452,Disney's Chicken Little - As en Action,Es
PS2,PAL,SLES-54453,Disney's Chicken Little - Asso Spaziale!,It
PS2,PAL,SLES-54450,Disney's Chicken Little - Aventures Intergalactiques,Fr
PS2,PAL,SLES-50042,DISNEY'S DINOSAUR,"Du,Fr,De,It,Es"
PS2,PAL,SLES-50043,DISNEY'S DINOSAUR,"En,Nl,Fi,No,Sv"
PS2,PAL,SLES-50048,Disney's Donald Duck  - Quack Attack,"En,Fr,De,It,Es"
PS2,PAL,SLES-50773,DISNEY'S DONALD DUCK PK,"En,Fr,De,It,Es"
PS2,PAL,SLES-51720,DISNEY'S EXTREME SKATE ADVENTURE,En
PS2,PAL,SLES-51721,DISNEY'S EXTREME SKATE ADVENTURE,"Fr,De,It,Es"
PS2,PAL,SLES-51658,DISNEY'S FERKELS GROSSES ABENTEUER-SPIEL,De
PS2,PAL,SLES-53934,Disney's G-Force,En
PS2,PAL,SLES-55499,Disney's G-Force,"En,DU,Fr,Es"
PS2,PAL,SLES-55500,Disney's G-Force,"De,It"
PS2,PAL,SLES-51042,DISNEY'S GOLF,En
PS2,PAL,SLES-55293,Disney's Hannah Montana - Spotlight World Tour,"En,Fr,De,It,Es"
PS2,PAL,SLES-55214,Disney's Hannah Montana - Spotlight World Tour,"En,Nl,No,Sv"
PS2,PAL,SLES-54836,Disney's High School Musical - Sing It!,"En,Fr,De,It,Es"
PS2,PAL,SLES-55398,Disney's High School Musical 3 - Senior Year Dance!,"En,Du,Fr,De,It,Es"
PS2,PAL,SLES-54451,Disney's Himmel ud Huhn - Ace in Acton,De
PS2,PAL,SLES-54388,DISNEY'S KIM POSSIBLE - WHAT'S THE SWITCH?,"En,Fr,De"
PS2,PAL,SLES-51668,Disney's Knorretje Kleine Grote Held,DU
PS2,PAL,SLES-51659,DISNEY'S LES AVENTURES DE PORCINET,Fr
PS2,PAL,SLES-54679,DISNEY'S MEET THE ROBINSONS,"Du,Fr,It"
PS2,PAL,SLES-54510,DISNEY'S MEET THE ROBINSONS,"En,De,Es"
PS2,PAL,SLES-52922,Disney's Move,"En,Fr,De,It,Es"
PS2,PAL,SCES-50522,DISNEY'S PETER PAN - THE LEGEND OF NEVER-LAND,"En,Es"
PS2,PAL,SCES-50526,DISNEY'S PETER PAN - THE LEGEND OF NEVER-LAND,"Fr,Du,De,It,Pt"
PS2,PAL,SCES-50531,DISNEY'S PETER PAN - THE LEGEND OF NEVER-LAND,"Nl,Fi,No,Sv"
PS2,PAL,SLES-51666,DISNEY'S PIGLET - EL GRAN JUEGO,Es
PS2,PAL,SLES-51594,DISNEY'S PIGLET'S BIG GAME,En
PS2,PAL,SLES-51667,"Disney's Pimpi, Piccolo Grande Eroe",It
PS2,PAL,SLES-54179,Disney's Pirates of the  Caribbean - At World's End,"En,Fr,De,It,Es"
PS2,PAL,SLES-54083,Disney's Pirates of the  Caribbean -  The Legend of Jack Sparrow,En
PS2,PAL,SLES-54237,Disney's Pirates of the  Caribbean -  The Legend of Jack Sparrow,"En,Fr,De,It,Es"
PS2,PAL,SLES-54837,Disney's Princess - Enchanted Journey,"En,De,Es"
PS2,PAL,SLES-54942,Disney's Princess - Enchanted Journey,"Fr,DU,It"
PS2,PAL,SLES-54943,Disney's Princess - Enchanted Journey,"Nl,No"
PS2,PAL,SLES-54944,Disney's Princess - Enchanted Journey,"FI,SW"
PS2,PAL,SLES-55392,Disney's Sing It,"En,DU,Fr,De,It,Es"
PS2,PAL,SLES-55393,Disney's Sing It,"En,Nl,No,Sv"
PS2,PAL,SLES-55434,Disney's Sing It,"En,Ru"
PS2,PAL,SLES-55396,Disney's Sing It - High School Musical 3: Senior Year,"En,DU,Fr,De,It,Es"
PS2,PAL,SLES-55397,Disney's Sing It - High School Musical 3: Senior Year,"En,Nl,No,Sv"
PS2,PAL,SLES-55628,Disney's Sing It - Party Hits,"En,De,Es"
PS2,PAL,SLES-55942,Disney's Sing It - Pop Hits,"En,DU,Fr,De,It,Es"
PS2,PAL,SCES-50957,Disney's Stitch - Experiment 626,"DU,It"
PS2,PAL,SCES-50959,Disney's Stitch - Experiment 626,"Pt,Es"
PS2,PAL,SCES-50960,Disney's Stitch - Experiment 626,"Fr,De"
PS2,PAL,SCES-50966,Disney's Stitch - Experiment 626,"En,SW"
PS2,PAL,SLES-50350,DISNEY'S TARZAN FREERIDE,"En,Fr,De,It,Es"
PS2,PAL,SLES-52214,Disney's The Haunted Mansion,En
PS2,PAL,SLES-52216,Disney's The Haunted Mansion,"En,Fr,De,It,Es"
PS2,PAL,SLES-55394,DISNEY'S TH!NK FAST,En
PS2,PAL,SLES-55395,DISNEY'S TH!NK FAST,"Fr,De,Du"
PS2,PAL,SLES-55415,DISNEY'S TH!NK FAST,"It,Es"
PS2,PAL,SCES-55433,Disney's Th!nk Fast,Ru
PS2,PAL,SCES-51176,Disney's Treasure Planet,"En,DU,Fr,De"
PS2,PAL,SCES-51177,Disney's Treasure Planet,"En,Nl,It,Es,SW"
PS2,PAL,SLES-53420,Disney's Urodzinowe Przygody Kubusia,PL
PS2,PAL,SLES-52889,Disney's Winnie the Pooh Rumbly Tumbly Adventure,"En,DU,Fr,De,It,Es"
PS2,PAL,SLES-51960,Disney/Pixar's A Procura de Nemo,Pt
PS2,PAL,SLES-51907,Disney/Pixar's Alla Ricerca di Nemo,It
PS2,PAL,SLES-54011,DISNEY'S PIXAR - BILAR,Sv
PS2,PAL,SLES-53624,DISNEY'S PIXAR - CARS,En
PS2,PAL,SLES-54004,DISNEY'S PIXAR - CARS,"Du,Pt"
PS2,PAL,SLES-54006,DISNEY'S PIXAR - CARS - QUATRE ROUES,Fr
PS2,PAL,SLES-54007,DISNEY'S PIXAR - CARS,Es
PS2,PAL,SLES-54010,DISNEY'S PIXAR - CARS - MOTORI RUGGENTI,It
PS2,PAL,SLES-54012,DISNEY'S PIXAR - CARS,De
PS2,PAL,SLES-54015,DISNEY'S PIXAR - CARS,"Nl,Fi,No"
PS2,PAL,SLES-55027,Disney/Pixar's Cars - Hook International,De
PS2,PAL,SLES-55029,Disney/Pixar's Cars - La Copa Internacional de Mate,Es
PS2,PAL,SLES-55028,Disney/Pixar's Cars -  La Coppa Internazionale di Carl Attrezzi,It
PS2,PAL,SLES-55026,Disney/Pixar's Cars - La coupe internationale de Martin,Fr
PS2,PAL,SLES-55025,Disney/Pixar's Cars - Mater-National Championship,En
PS2,PAL,SLES-55030,Disney/Pixar's Cars - Mater-National Championship,"En,Nl,No,SW"
PS2,PAL,SLES-55536,Disney/Pixar's Cars - Race-o-Rama,"En,Fr,De,It,Es"
PS2,PAL,SCES-50600,DISNEY'S PIXAR - DIE MONSTER AGE - SCHRECKENS-INSEL,De
PS2,PAL,SLES-52815,DISNEY'S PIXAR - DIE UNGLAUBLICHEN,De
PS2,PAL,SLES-51755,Disney/Pixar's Finding Nemo,En
PS2,PAL,SLES-51870,Disney/Pixar's Finding Nemo,"FI,Es"
PS2,PAL,SLES-51871,Disney/Pixar's Finding Nemo,"Fr,De"
PS2,PAL,SLES-51872,Disney/Pixar's Finding Nemo,"Nl,No,SW"
PS2,PAL,SLES-52814,DISNEY'S PIXAR - GLI INCREDIBILI,It
PS2,PAL,SLES-55524,Disney/Pixar's L�-Haut,Fr
PS2,PAL,SLES-52816,DISNEY'S PIXAR - LOS INCREIBLES,Es
PS2,PAL,SCES-50601,DISNEY'S PIXAR - MONSTER &amp; CO. - L'ISOLA DELLO SPAVENTO,It
PS2,PAL,SCES-50604,DISNEY'S PIXAR - MONSTER INC. - SKR�MMAR�N,Sv
PS2,PAL,SCES-50602,Disney/Pixar's Monsterbedriften - Skrekk�ya,Nw
PS2,PAL,SCES-50598,DISNEY'S PIXAR - MONSTERIT OY - S�IKKYSAARI,Fi
PS2,PAL,SCES-50597,DISNEY'S PIXAR - MONSTERS EN CO. - SCHRIK EILAND,Du
PS2,PAL,SCES-50595,DISNEY'S PIXAR - MONSTERS INC. - SCARE ISLAND,En
PS2,PAL,SCES-50596,DISNEY'S PIXAR - MONSTERS INC. - SKRAEMMEOEN,Nl
PS2,PAL,SCES-50605,Disney/Pixar's Monsters Inc. - Monstros e Companhia - Ilha Assustadora,Pt
PS2,PAL,SCES-50605,Disney/Pixar's Monsters Inc. - Scare Island,
PS2,PAL,SCES-50599,DISNEY'S PIXAR - MONSTRES &amp; CIE. - L'ILE DE L'�POUVANTE,Fr
PS2,PAL,SCES-50603,DISNEY'S PIXAR - MONSTRUOS S.A. - LA ISLA DE LOS SUSTOS,Es
PS2,PAL,SLES-55525,Disney/Pixar's Oben,De
PS2,PAL,SLES-54733,DISNEY'S PIXAR - RATATOUILLE,En
PS2,PAL,SLES-54734,DISNEY'S PIXAR - RATATOUILLE,"Fr,Du"
PS2,PAL,SLES-54735,DISNEY'S PIXAR - RATATOUILLE,De
PS2,PAL,SLES-54736,DISNEY'S PIXAR - RATATOUILLE,"Nl,Fi,No,Sv"
PS2,PAL,SLES-54737,Disney/Pixar's - Ratatouille,Ru
PS2,PAL,SLES-54745,DISNEY'S PIXAR - RATATOUILLE,It
PS2,PAL,SLES-54746,Disney/Pixar's - Ratatouille,GR
PS2,PAL,SLES-54747,DISNEY'S PIXAR - RATATOUILLE,"Pt,Es"
PS2,PAL,SLES-52812,DISNEY'S PIXAR - THE INCREDIBLES,En
PS2,PAL,SLES-52813,DISNEY'S PIXAR - THE INCREDIBLES,"Fr,Du"
PS2,PAL,SLES-52820,DISNEY'S PIXAR - THE INCREDIBLES,"Nl,Fi,No,Sv"
PS2,PAL,SLES-52821,DISNEY'S PIXAR - THE INCREDIBLES - OS SUPER-HER�IS,Pt
PS2,PAL,SLES-53473,Disney/Pixar's The Incredibles - Rise of the Underminer,"En,Fr,De"
PS2,PAL,SLES-53474,Disney/Pixar's The Incredibles - Rise of the Underminer,"En,It,Es"
PS2,PAL,SLES-53658,Disney/Pixar's The Incredibles - Rise of the Underminer,Ru
PS2,PAL,SLES-55622,DISNEY'S PIXAR - TOY STORY 3,"En,Du,Fr,De,It,Es"
PS2,PAL,SLES-55623,DISNEY'S PIXAR - TOY STORY 3,Ru
PS2,PAL,SLES-55522,Disney/Pixar's Up,En
PS2,PAL,SLES-55523,Disney/Pixar's Up,Es
PS2,PAL,SLES-55524,Disney/Pixar's Up,"En,DU,Fr"
PS2,PAL,SLES-55531,Disney/Pixar's Up,It
PS2,PAL,SLES-55184,Disney/Pixar's Wall-E - Bundled with PS2,En
PS2,PAL,SLES-55185,DISNEY'S PIXAR - WALL-E,"En,Fr"
PS2,PAL,SLES-55186,DISNEY'S PIXAR - WALL-E,"En,Pt,Es"
PS2,PAL,SLES-55187,DISNEY'S PIXAR - WALL-E,"Fr,Du"
PS2,PAL,SLES-55188,DISNEY'S PIXAR - WALL-E,De
PS2,PAL,SLES-55193,DISNEY'S PIXAR - WALL-E,Ru
PS2,PAL,SLES-55194,DISNEY'S PIXAR - WALL-E,"Nl,Fi,No,Sv"
PS2,PAL,SLES-55195,DISNEY'S PIXAR - WALL-E,"Gr,It"
PS2,PAL,SLES-55196,Disney/Pixar's Wall-E - Bundled with PS2,"CZ,PL"
PS2,PAL,SCES-52762,DJ Decks &amp; FX,Fr
PS2,PAL,SCES-52763,DJ Decks &amp; FX Vol.1,De
PS2,PAL,SCES-52756,DJ Decks &amp; FX - Claudio Coccoluto Edition,It
PS2,PAL,SCES-52405,DJ Decks &amp; FX - House EDITION,
PS2,PAL,SCES-52764,DJ Decks &amp; FX - Live Session,
PS2,PAL,SLES-55577,DJ Hero,"En,Fr,De,It,Es"
PS2,PAL,SLES-50202,DNA - Dark Native Apostle,
PS2,PAL,SLES-53367,Dodgeball,
PS2,PAL,SCES-51248,Dog's Life,"FI,SW"
PS2,PAL,SLES-54947,Dogz,
PS2,PAL,SLES-54948,Dogz,SW
PS2,PAL,SCES-55670,Don 2 - The Game,En
PS2,PAL,SLES-54838,DONKEY XOTE,"En,Fr,De,It,Es"
PS2,PAL,SLES-53142,Doomsday Racers,En
PS2,PAL,SLES-55112,Dora Saves The Mermaids,En
PS2,PAL,SLES-55281,DORA SAVES THE SNOW PRINCESS,"En,Du,Fr"
PS2,PAL,SLES-55468,DORA SAVES THE SNOW PRINCESS,En
PS2,PAL,SLES-55288,Dora the Explorer - Dora Saves the Mermaids,DU
PS2,PAL,SLES-53697,Dora the Explorer - Journey to the Purple Planet,"En,Du,Fr"
PS2,PAL,SLES-50842,Downforce,"En,Fr,De,It,Es"
PS2,PAL,SLES-52202,DOWNHILL DOMINATION,"En,Fr,De,It,Es"
PS2,PAL,SLES-53963,DOWNHILL SLALOM,En
PS2,PAL,SLES-51482,Downtown Run,"En,Fr,De"
PS2,PAL,SLES-54381,Dr. Dolittle,"En,DU,Fr,De,It,Es"
PS2,PAL,SLES-54424,Dr. Dolittle,"En,Nl,FI,No,Pt,PL,SW"
PS2,PAL,SLES-50710,DR. MUTO,"En,Fr,De,It,Es"
PS2,PAL,SLES-52034,DR. SEUSS THE CAT IN THE HAT,"En,Fr,De,It,Es"
PS2,PAL,SLES-54155,Drag Racer USA,En
PS2,PAL,SLES-51233,DRAGON BALL Z - BUDOKAI,"En,Fr,De,It,Es"
PS2,PAL,SLES-51839,DRAGON BALL Z - BUDOKAI 2,"En,Fr,De,It,Es"
PS2,PAL,SLES-52730,Dragon Ball Z - Budokai 3,En
PS2,PAL,SLES-53346,Dragon Ball Z - Budokai 3 (Collector's Edition),"En,Ja"
PS2,PAL,SLES-53200,Dragon Ball Z - Budokai Tenkaichi,"En,Ja"
PS2,PAL,SLES-54164,Dragon Ball Z - Budokai Tenkaichi 2,"En,Ja"
PS2,PAL,SLES-54945,Dragon Ball Z - Budokai Tenkaichi 3,"En,Ja"
PS2,PAL,SLES-55347,Dragon Ball Z - Infinite World,En
PS2,PAL,SLES-53874,Dragon Blaze,En
PS2,PAL,SLES-53974,DRAGON QUEST VIII - THE JOURNEY OF THE CURSED KING,"En,Fr,De,It,Es"
PS2,PAL,SLES-50630,Dragon Rage,En
PS2,PAL,SLES-50631,Dragon Rage,"Fr,De"
PS2,PAL,SLES-50632,Dragon Rage,"It,Es"
PS2,PAL,SLES-54460,Dragon Sisters,En
PS2,PAL,SLES-51696,DRAGON'S LAIR 3D - SPECIAL EDITION,"En,Fr,De,It,Es"
PS2,PAL,SCES-50006,DRAKAN - THE ANCIENTS' GATES,"En,Fr,De,It,Es"
PS2,PAL,SLES-52322,DRAKENGARD,"En,Fr,De,It,Es"
PS2,PAL,SLES-53794,Drakengard 2,En
PS2,PAL,SLES-55016,DreamWorks' Bee Movie Game,"En,DU"
PS2,PAL,SLES-53989,DreamWorks' Beestenboel Bij De Buren (Over the hedge),Du
PS2,PAL,SLES-55031,DREAMWORKS' KUNG FU PANDA,"En,Du,Fr"
PS2,PAL,SLES-55234,DREAMWORKS' KUNG FU PANDA,Sv
PS2,PAL,SLES-55235,DREAMWORKS' KUNG FU PANDA,"En,It"
PS2,PAL,SLES-55236,DREAMWORKS' KUNG FU PANDA,"De,Es"
PS2,PAL,SLES-53986,DreamWorks' La Gang del Bosco (Over the hedge),It
PS2,PAL,SLES-53225,DREAMWORKS' MADAGASCAR,En
PS2,PAL,SLES-53226,DREAMWORKS' MADAGASCAR,"Fr,De"
PS2,PAL,SLES-53227,DREAMWORKS' MADAGASCAR,"En,It,Sv"
PS2,PAL,SLES-53242,DreamWorks' Madagascar,Pt
PS2,PAL,SLES-53246,DREAMWORKS' MADAGASCAR,Es
PS2,PAL,SLES-53373,DREAMWORKS' MADAGASCAR,Du
PS2,PAL,SLES-55374,DreamWorks' Madagascar 2 - Escape 2 Africa,En
PS2,PAL,SLES-55375,DreamWorks' Madagascar 2 - Escape 2 Africa,
PS2,PAL,SLES-55390,DreamWorks' Madagascar 2 - Escape 2 Africa,
PS2,PAL,SLES-55486,DreamWorks' Monsters vs Aliens,"En,SW"
PS2,PAL,SLES-53866,DreamWorks' Over the hedge,En
PS2,PAL,SLES-53988,DreamWorks' Over the hedge,"Fr,De"
PS2,PAL,SLES-54173,DreamWorks' P� Andra Sidan H�cken (Over the hedge),Sv
PS2,PAL,SLES-52536,DreamWorks' Shark Tale,En
PS2,PAL,SLES-52537,DreamWorks' Shark Tale,"Fr,De,Es"
PS2,PAL,SLES-52539,DreamWorks' Shark Tale,It
PS2,PAL,SLES-52915,DreamWorks' Shark Tale (Hajar som Hajar),
PS2,PAL,SLES-52379,DreamWorks' Shrek 2,En
PS2,PAL,SLES-52380,DreamWorks' Shrek 2,Fr
PS2,PAL,SLES-52381,DreamWorks' Shrek 2,De
PS2,PAL,SLES-52382,DreamWorks' Shrek 2,Es
PS2,PAL,SLES-52383,DreamWorks' Shrek 2,It
PS2,PAL,SLES-52457,DreamWorks' Shrek 2,En
PS2,PAL,SLES-55329,DreamWorks' Shrek's Carnival Craze - Party Games,"En,Fr,De"
PS2,PAL,SLES-55460,DreamWorks' Shrek's Carnival Craze - Party Games,"En,It,Es"
PS2,PAL,SLES-54553,DREAMWORKS' SHREK SMASH 'N' CRASH RACING,"En,Fr,De,It,Es"
PS2,PAL,SLES-54770,DREAMWORKS' SHREK THE THIRD,En
PS2,PAL,SLES-54771,DREAMWORKS' SHREK THE THIRD,"En,Du,Fr,De,Es"
PS2,PAL,SLES-54774,DREAMWORKS' SHREK THE THIRD,"En,It,Sv"
PS2,PAL,SLES-51382,DreamWorks' Shrek Superparty,En
PS2,PAL,SLES-51462,DreamWorks' Shrek Superparty,"Fr,De,It,Es"
PS2,PAL,SLES-53657,DreamWorks' Shrek Superslam,En
PS2,PAL,SLES-53751,DreamWorks' Shrek Superslam,"En,De,SW"
PS2,PAL,SLES-53752,DreamWorks' Shrek Superslam,"DU,Fr,It,Es"
PS2,PAL,SLES-53987,DreamWorks' Vecinos Invasores,Es
PS2,PAL,SLES-54527,DreamWorks &amp; Aardman Flushed Away,"En,Fr,De,It,Es"
PS2,PAL,SLES-50390,Driven,"En,Fr,De,It,Es"
PS2,PAL,SLES-52733,Driven to Destruction,En
PS2,PAL,SLES-53556,Driver - Parallel Lines,"En,It,Es"
PS2,PAL,SLES-54027,Driver - Parallel Lines,"En,Fr,De"
PS2,PAL,SLES-50876,Driver 3,"En,Fr,De,It,Es"
PS2,PAL,SLES-52153,Driver 3,"En,Es"
PS2,PAL,SLES-50073,DRIVING EMOTION TYPE-S,"En,Fr,De,It,Es"
PS2,PAL,SLES-51303,Drome Racers,"En,Nl,DU,Fr,De,It,Es,SW"
PS2,PAL,SCES-50459,Dropship - United Peace Force,"En,Fr,De,It,Es"
PS2,PAL,SCES-50558,DSF Fu�ball Manager 2002,De
PS2,PAL,SLES-53904,DT Racer,"En,Fr,De,It,Es"
PS2,PAL,SLES-50816,DTM Racer Driver,"En,Fr,De"
PS2,PAL,SLES-52638,DTM RACER DRIVER 2,"En,Fr,De,It,Es"
PS2,PAL,SLES-53088,DTM Racer Driver 3,"En,Fr,De,It,Es"
PS2,PAL,SLES-52884,Duel Masters,"En,Fr,De,It,Es"
PS2,PAL,SLES-53935,Dynamite 100,En
PS2,PAL,SLES-51265,Dynasty Tactics,En
PS2,PAL,SLES-51266,Dynasty Tactics,Fr
PS2,PAL,SLES-51267,Dynasty Tactics,De
PS2,PAL,SLES-51867,Dynasty Tactics 2,En
PS2,PAL,SLES-51868,Dynasty Tactics 2,Fr
PS2,PAL,SLES-51869,Dynasty Tactics 2,De
PS2,PAL,SLES-50057,DYNASTY WARRIORS 2,En
PS2,PAL,SLES-50058,DYNASTY WARRIORS 2,Fr
PS2,PAL,SLES-50059,DYNASTY WARRIORS 2,De
PS2,PAL,SLES-50641,DYNASTY WARRIORS 3,"En,Fr,De"
PS2,PAL,SLES-51441,Dynasty Warriors 3 - Xtreme Legnds,En
PS2,PAL,SLES-51442,Dynasty Warriors 3 - Xtreme Legnds,
PS2,PAL,SLES-51443,Dynasty Warriors 3 - Xtreme Legnds,De
PS2,PAL,SLES-51661,Dynasty Warriors 4,En
PS2,PAL,SLES-51662,Dynasty Warriors 4,Fr
PS2,PAL,SLES-51663,Dynasty Warriors 4,De
PS2,PAL,SLES-51664,Dynasty Warriors 4,It
PS2,PAL,SLES-51665,Dynasty Warriors 4,Es
PS2,PAL,SLES-52591,Dynasty Warriors 4 - Empires,En
PS2,PAL,SLES-52592,Dynasty Warriors 4 - Empires,De
PS2,PAL,SLES-52593,Dynasty Warriors 4 - Empires,Fr
PS2,PAL,SLES-52171,Dynasty Warriors 4 - Xtreme Legends,En
PS2,PAL,SLES-52172,Dynasty Warriors 4 - Xtreme Legends,Fr
PS2,PAL,SLES-52173,Dynasty Warriors 4 - Xtreme Legends,De
PS2,PAL,SLES-52174,Dynasty Warriors 4 - Xtreme Legends,It
PS2,PAL,SLES-52175,Dynasty Warriors 4 - Xtreme Legends,Es
PS2,PAL,SLES-53339,Dynasty Warriors 5,En
PS2,PAL,SLES-53340,Dynasty Warriors 5,Fr
PS2,PAL,SLES-53341,Dynasty Warriors 5,De
PS2,PAL,SLES-54095,Dynasty Warriors 5 - Empires,En
PS2,PAL,SLES-54096,Dynasty Warriors 5 - Empires,Fr
PS2,PAL,SLES-54097,Dynasty Warriors 5 - Empires,De
PS2,PAL,SLES-53860,Dynasty Warriors 5 - Xtreme Legends,En
PS2,PAL,SLES-53861,Dynasty Warriors 5 - Xtreme Legends,Fr
PS2,PAL,SLES-53862,Dynasty Warriors 5 - Xtreme Legends,De
PS2,PAL,SLES-50758,E.O.E - EVE OF EXTINCTION,"En,Fr,De,It,Es"
PS2,PAL,SLES-52123,EA Sports Cricket 2004,
PS2,PAL,SLES-53342,EA Sports Cricket 2005,
PS2,PAL,SLES-50220,EA SPORTS RUGBY,En
PS2,PAL,SLES-50275,EA SPORTS RUGBY,Fr
PS2,PAL,SLES-53911,EA Sports Rugby '06,En
PS2,PAL,SLES-53912,EA Sports Rugby '06,Fr
PS2,PAL,SLES-54810,EA Sports Rugby '08,En
PS2,PAL,SLES-54811,EA Sports Rugby '08,Fr
PS2,PAL,SLES-51732,EA Sports Rugby 2004,En
PS2,PAL,SLES-51733,EA Sports Rugby 2004,Fr
PS2,PAL,SLES-53094,EA Sports Rugby 2005,En
PS2,PAL,SLES-53095,EA Sports Rugby 2005,Fr
PS2,PAL,SLES-53484,EAGLE EYE GOLF,"En,Fr,De,It,Es"
PS2,PAL,SLES-54139,Earache - Extreme Metal Racing,En
PS2,PAL,SCES-50499,ECCO THE DOLPHIN - DEFENDER OF THE FUTURE,"En,Fr,De,It,Es"
PS2,PAL,SLES-53414,ECHO NIGHT BEYOND,En
PS2,PAL,SLES-53747,"Ed, Edd, 'n Eddy - The Misadventure",En
PS2,PAL,SLES-51101,Eggo Mania,
PS2,PAL,SCES-50933,EJay Clubworld - The Music Making Experience,
PS2,PAL,SLES-53971,EL PADRINO,Es
PS2,PAL,SLES-52020,EL SE�OR DE LOS ANILLOS - EL RETORNO DEL REY,Es
PS2,PAL,SLES-52805,EL SE�OR DE LOS ANILLOS - LA TERCERA EDAD,Es
PS2,PAL,SLES-51256,EL SE�OR DE LOS ANILLOS - LAS DOS TORRES,Es
PS2,PAL,SLES-55138,El Tigre - The Adventures of Manny Rivera,En
PS2,PAL,SLES-52369,Empires of Atlantis,
PS2,PAL,SLES-50936,ENDGAME,"En,Fr,De,It,Es"
PS2,PAL,SLES-51646,Energy Airforce,"En,Fr,De,Es"
PS2,PAL,SLES-52310,Energy Airforce,En
PS2,PAL,SLES-51647,Energy Airforce,It
PS2,PAL,SLES-52265,ENERGY AIRFORCE - AIM STRIKE!,En
PS2,PAL,SLES-52266,ENERGY AIRFORCE - AIM STRIKE!,Fr
PS2,PAL,SLES-52267,ENERGY AIRFORCE - AIM STRIKE!,It
PS2,PAL,SLES-52385,England International Football - 2004 Edition,En
PS2,PAL,SLES-51203,Enter the Matrix,
PS2,PAL,SLES-53125,ENTHUSIA PROFESSIONAL RACING,"En,Fr,De,It,Es"
PS2,PAL,SLES-50110,EPHEMERAL FANTASIA,"En,Fr,De"
PS2,PAL,SLES-54159,ERAGON,"En,Fr,De,It,Es"
PS2,PAL,SLES-54160,Eragon,Ru
PS2,PAL,SLES-50225,ESCAPE FROM MONKEY ISLAND,En
PS2,PAL,SLES-50226,ESCAPE FROM MONKEY ISLAND,Fr
PS2,PAL,SLES-50586,ESPN INTERNATIONAL WINTER SPORTS 2002,"En,Fr,De,It"
PS2,PAL,SLES-50171,ESPN National Hockey Night,En
PS2,PAL,SLES-53022,ESPN NBA 2K5,En
PS2,PAL,SLES-50075,ESPN NBA 2Night,En
PS2,PAL,SLES-50779,ESPN NBA 2Night 2002,En
PS2,PAL,SLES-51949,ESPN NBA Basketball,En
PS2,PAL,SLES-52943,ESPN NFL 2K5,En
PS2,PAL,SLES-51947,ESPN NFL Football,En
PS2,PAL,SLES-52966,ESPN NHL 2K5,En
PS2,PAL,SLES-51948,ESPN NHL Hockey,En
PS2,PAL,SLES-50430,ESPN Winter X-Game Skateboarding,"En,Fr,De"
PS2,PAL,SLES-51624,Eternal Quest,En
PS2,PAL,SLES-50051,Eternal Ring,En
PS2,PAL,SLES-52378,EURO RALLY CHAMPION,"En,Fr,De,It,Es"
PS2,PAL,SLES-51813,EUROPEAN TENNIS PRO,En
PS2,PAL,SLES-50639,Everblue,En
PS2,PAL,SLES-51381,Everblue 2,En
